id,manufacturer,source,catalog_id,model,part_num,nsn,uom,expires,delivery,markup,fr_cost,sale_price
,Skedco,OEM,8,Hmd Sked Rapid Deployment Case - Yellow ,SK-253,,Ea.,,30 Days,0.35,80.31,108.42
,Skedco,OEM,8,Complete Hmd Sked Rescue System With Strap Kit (assembled & Rolled) ,SK-250,,Ea.,,30 Days,0.35,240.15,324.17
,Smiths Detection,OEM,8,Gid-3 (cots Alt To 6665-01-438-6963),P0614-2000-4-M24,,Ea.,,30 Days,0.1,15881.85,17462.09
,Smiths Detection,OEM,8,Lcd 3.3 (cots Alt To 6665-01-529-7408),15128,,Ea.,,30 Days,0.1,8700,9565.65
,Smiths Detection,OEM,8,Cam2 (cots Alt To 6665-01-357-8502),0482-0301R-17-M42,,Ea.,,30 Days,0.1,9009.58,9906.03
,Smiths Detection,OEM,8,"Hazmatid, Command System",023-1005,,Ea.,,30 Days,0.1,61987,68154.71
,Smiths Detection,OEM,8,Hazmat Id ,023-1001,,Ea.,,30 Days,0.1,47850,52611.08
,Smiths Detection,OEM,8,Gas Id ,023-3001,,Ea.,,30 Days,0.1,47850,52611.08
,Smiths Detection,OEM,8,Apd 2000 ,2428800-30,,Ea.,,30 Days,0.1,5220,5739.39
,Smiths Detection,OEM,8,Replacement Filters Filtered Nozzle ,2450204,,Ea.,,30 Days,0.1,28,30.79
,Smiths Detection,OEM,8,M22 Acada ,6665-01-438-6963,,Ea.,,30 Days,0.1,15881.85,17462.09
,Smiths Detection,OEM,8,Icam ,6665-01-357-8502,,Ea.,,30 Days,0.1,9009.58,9906.03
,Smiths Detection,OEM,8,Icam/m279 Batteries ,6135-01-440-7774,,Ea.,,30 Days,0.1,127.89,140.62
,Smiths Detection,OEM,8,Communcations Adapter (cots Alt To 6665-01-557-4010),PC10190-1,,Ea.,,30 Days,0.1,2406.42,2645.86
,Smiths Detection,OEM,8,Sieve Pack Assembly (cots Alt To 6665-01-555-6120),PC10791-1,,Ea.,,30 Days,0.1,439.35,483.07
,Smiths Detection,OEM,8,Battery Cassette Assembly (cots Alt To 6135-01-985-7845),PC10055-1,,Ea.,,30 Days,0.1,122.67,134.88
,Smiths Detection,OEM,8,Survey Nozzle (cots Alt To 4210-01-555-0682),PC11642-B,,Ea.,,30 Days,0.1,61.77,67.92
,Thorogood,OEM,8,"Women's Nfpa 1992-2005 Hazmat-fire Boot, Size 6 ",507-6004-6,,Ea.,,30 Days,0.1,159.5,175
,Thorogood,OEM,8,"Women's Nfpa 1992-2005 Hazmat-fire Boot, Size 5 ",507-6004-5,,Ea.,,30 Days,0.1,159.5,175
,Thorogood,OEM,8,"Women's Nfpa 1992-2005 Hazmat-fire Boot, Size 7 ",507-6004-7,,Ea.,,30 Days,0.1,159.5,175
,Thorogood,OEM,8,"Women's Nfpa 1992-2005 Hazmat-fire Boot, Size 8 ",507-6004-8,,Ea.,,30 Days,0.1,159.5,175
,Thorogood,OEM,8,"Women's Nfpa 1992-2005 Hazmat-fire Boot, Size 9 ",507-6004-9,,Ea.,,30 Days,0.1,159.5,175
,Tingley,OEM,8,Tingley Boots - Size 9 ,82330-9,,Ea.,,30 Days,0.2,60.77,73.07
,Tingley,OEM,8,Tingley Boots - Size 10 ,82330-10,,Ea.,,30 Days,0.2,60.77,73.07
,Tingley,OEM,8,Tingley Boots - Size 11 ,82330-11,,Ea.,,30 Days,0.2,60.77,73.07
,Tingley,OEM,8,Tingley Boots - Size 12 ,82330-12,,Ea.,,30 Days,0.2,60.77,73.07
,Tingley,OEM,8,Tingley Boots - Size 13 ,82330-13,,Ea.,,30 Days,0.2,60.77,73.07
,Generic,OEM,8,"Extension Cord, 12/3, 100 Ft (w/gfi Receptacle)",02839,,Ea.,,30 Days,0.25,109.99,137.49
,Generic,OEM,8,"Mega Power Xp1000 Portable Generator, 1200watt",73338,,Ea.,,30 Days,0.25,127,158.75
,Generic,OEM,8,"Mega Power Xp4400 Portable Generator, 4400watt, 3500watt Rated Output, Does Not Come With Gen. Spt. Package",9644U,,Ea.,,30 Days,0.25,397,496.25
,Generic,OEM,8,Vantage Pro 2 Wireless Portable Weather Station,6152,,Ea.,,30 Days,0.25,497,621.25
,Zumro,OEM,8,Mobile Command Center ,7500,,Ea.,,30 Days,0.25,7023.2,8779
